year,old name,old code,new name,new code,change type
1980-1981,安次县,NA,廊坊市,132801,+
1980-1981,"..,铁岭县,法库县",NA,铁法市,212102,+
1980-1981,"徐汇区,上海县",NA,闵行区,310112,+
1980-1981,嘉兴县,332121,嘉兴市,NA,-
1980-1981,吴兴县,332128,湖州市,NA,-
1980-1981,绍兴县,332321,绍兴市,NA,-
1980-1981,金华县,332521,金华市,NA,-
1980-1981,衢县,332528,衢州市,NA,-
1980-1981,龙岩县,352721,龙岩市,NA,-
1980-1981,龙岩县,NA,龙岩市,352701,+
1980-1981,"安义县,永修县",360105,湾里区,NA,=
1980-1981,恩施县,NA,恩施市,422801,+
1980-1981,岳阳县,432221,岳阳市,NA,-
1980-1981,来宾县,NA,合山市,452201,+
1980-1981,昭通县,NA,昭通市,532101,+
1980-1981,开远县,532521,开远市,NA,-
1980-1981,开远县,NA,开远市,532502,+
1980-1981,永昌县,NA,金昌市,620300,+
1980-1981,永昌县,622325,"#,金昌市",NA,-
1981-1982,"交河县,南皮县",NA,泊头市,132905,+
1981-1982,衡水县,NA,衡水市,133001,+
1981-1982,锦西县,NA,南票区,210704,+
1981-1982,锦西县,NA,葫芦岛区,210705,+
1981-1982,绥化县,232123,绥化市,NA,-
1981-1982,绥化县,NA,绥化市,232301,+
1981-1982,"桦川县,桦南县,依兰县",232401,佳木斯市,NA,=
1981-1982,北安县,232622,北安市,NA,-
1981-1982,北安县,NA,北安市,232602,+
1981-1982,滁县,NA,滁州市,342301,+
1981-1982,滁县,342323,滁州市,NA,-
1981-1982,巢县,NA,巢湖市,342601,+
1981-1982,"广饶县,垦利县",NA,东营区,370502,+
1981-1982,"沾化县,利津县,垦利县",NA,河口区,370503,+
1981-1982,"广饶县,垦利县,博兴县",NA,牛庄区,370504,+
1981-1982,利津县,372326,"#,河口区",NA,-
1981-1982,垦利县,372332,"#,东营区,河口区,牛庄区",NA,-
1981-1982,泰安县,372621,泰安市,NA,-
1981-1982,泰安县,NA,泰安市,372601,+
1981-1982,新汶县,NA,新汶市,372602,+
1981-1982,新汶县,372628,新汶市,NA,-
1981-1982,"滨县,博兴县",NA,滨州市,372301,+
1981-1982,密县,NA,新密区,410107,+
1981-1982,"孟县,济源县",NA,吉利区,410306,+
1981-1982,"..,零陵县",NA,永州市,432901,+
1981-1982,"#,怀化县",NA,怀化市,433001,+
1981-1982,怀化县,433028,怀化市,NA,-
1981-1982,吉首县,433121,吉首市,NA,-
1981-1982,吉首县,NA,吉首市,433101,+
1981-1982,"武功县,扶风县",NA,杨陵区,610304,+
1981-1982,桦南县,232421,"#,佳木斯市",NA,-
1981-1982,依兰县,232425,"#,佳木斯市",NA,-
1981-1982,桦川县,232428,"#,佳木斯市",NA,-
1982-1983,安次县,132824,廊坊市,NA,-
1982-1983,交河县,132925,泊头市,NA,-
1982-1983,衡水县,133021,衡水市,NA,-
1982-1983,忻县,142221,忻州市,NA,-
1982-1983,忻县,NA,忻州市,142201,+
1982-1983,榆次县,142428,榆次市,NA,-
1982-1983,晋城县,NA,晋城市,142501,+
1982-1983,晋城县,142527,晋城市,NA,-
1982-1983,临汾县,142624,临汾市,NA,-
1982-1983,运城县,142721,运城市,NA,-
1982-1983,运城县,NA,运城市,142701,+
1982-1983,"赤峰市,赤峰县",NA,红山区,150402,+
1982-1983,"赤峰市,喀喇沁旗,赤峰县",NA,元宝山区,150403,+
1982-1983,赤峰县,NA,郊区,150404,+
1982-1983,赤峰县,152427,"元宝山区,郊区(赤峰市",NA,-
1982-1983,东胜县,152721,东胜市,NA,-
1982-1983,东胜县,NA,东胜市,152701,+
1982-1983,"#!,锦县",NA,太和区,210711,+
1982-1983,德都县,NA,五大连池市,232603,+
1982-1983,爱辉县,232624,黑河市,NA,-
1982-1983,通北县,232627,北安市,NA,-
1982-1983,淮阴县,322221,"#,清浦区",NA,-
1982-1983,灌云县,322222,"#,云台区",NA,-
1982-1983,淮安县,322229,"#,清浦区",NA,-
1982-1983,盐城县,322326,"城区(盐城市),郊区(盐城市",NA,-
1982-1983,丹徒县,322621,"#,郊区(镇江市",NA,-
1982-1983,常熟县,322724,常熟市,NA,-
1982-1983,"盐区,郊区,灌云县",NA,云台区,320704,+
1982-1983,"清江市,淮阴县,淮安县",NA,清浦区,320811,+
1982-1983,盐城县,NA,城区,320902,+
1982-1983,盐城县,NA,郊区,320911,+
1982-1983,"镇江市,丹徒县",NA,郊区,321111,+
1982-1983,常熟县,NA,常熟市,321301,+
1982-1983,鄞县,332226,"#,海曙区,江东区",NA,-
1982-1983,"太平县,歙县,石台县,..",NA,黄山市,340901,+
1982-1983,当涂县,342525,"#,郊区(芜湖市",NA,-
1982-1983,巢县,342624,巢湖市,NA,-
1982-1983,太平县,342727,黄山市,NA,-
1982-1983,莆田县,NA,城厢区,350302,+
1982-1983,莆田县,NA,涵江区,350303,+
1982-1983,"三明市,沙县",NA,梅列区,350402,+
1982-1983,邵武县,NA,邵武市,352102,+
1982-1983,邵武县,352125,邵武市,NA,-
1982-1983,莆田县,352326,"#,城厢区,涵江区",NA,-
1982-1983,沙县,352727,"#,梅列区",NA,-
1982-1983,新余县,NA,渝水区,360502,+
1982-1983,新余县,362224,渝水区,NA,-
1982-1983,福山县,372121,福山区,NA,-
1982-1983,安丘县,372222,"#,坊子区",NA,-
1982-1983,昌乐县,372225,"#,坊子区",NA,-
1982-1983,潍县,372231,"潍城区,寒亭区,坊子区",NA,-
1982-1983,福山县,NA,福山区,370611,+
1982-1983,"潍坊市,潍县",NA,潍城区,370702,+
1982-1983,潍县,NA,寒亭区,370703,+
1982-1983,"潍坊市,潍县,昌乐县,安丘县",NA,坊子区,370704,+
1982-1983,济宁县,NA,市郊区,370811,+
1982-1983,聊城县,372521,聊城市,NA,-
1982-1983,聊城县,NA,聊城市,372501,+
1982-1983,临清县,NA,临清市,372502,+
1982-1983,临清县,372528,临清市,NA,-
1982-1983,莱芜县,372621,莱芜市,NA,-
1982-1983,新泰县,372622,新泰市,NA,-
1982-1983,莱芜县,NA,莱芜市,372602,+
1982-1983,"新汶市,新泰县",NA,新泰市,372603,+
1982-1983,济宁县,372721,市郊区,NA,-
1982-1983,临沂县,372821,临沂市,NA,-
1982-1983,临沂县,NA,临沂市,372801,+
1982-1983,菏泽县,372921,菏泽市,NA,-
1982-1983,菏泽县,NA,菏泽市,372901,+
1982-1983,濮阳县,412126,濮阳市,NA,-
1982-1983,"鄂城市,鄂城县,黄冈县",NA,鄂州市,420700,+
1982-1983,"#,荆门县",NA,荆门市,420800,+
1982-1983,"#,随县",NA,随州市,420901,+
1982-1983,"#,光化县",NA,老河口市,421001,+
1982-1983,鄂城县,422131,鄂州市,NA,-
1982-1983,孝感县,422221,孝感市,NA,-
1982-1983,孝感县,NA,孝感市,422201,+
1982-1983,咸宁县,422321,咸宁市,NA,-
1982-1983,咸宁县,NA,咸宁市,422301,+
1982-1983,荆门县,422430,荆门市,NA,-
1982-1983,随县,422523,随州市,NA,-
1982-1983,光化县,422526,老河口市,NA,-
1982-1983,均县,422621,丹江口市,NA,-
1982-1983,均县,NA,丹江口市,422601,+
1982-1983,恩施县,422821,恩施市,NA,-
1982-1983,中山县,NA,中山市,440620,+
1982-1983,"#,潮安县",NA,潮州市,441001,+
1982-1983,潮安县,442321,潮州市,NA,-
1982-1983,梅县,442421,梅县市,NA,-
1982-1983,".,梅县",NA,梅县市,442401,+
1982-1983,中山县,442724,中山市,NA,-
1982-1983,柳城县,452222,"#,柳州市",NA,-
1982-1983,玉林县,452521,玉林市,NA,-
1982-1983,玉林县,NA,玉林市,452501,+
1982-1983,百色县,452621,百色市,NA,-
1982-1983,百色县,NA,百色市,452601,+
1982-1983,河池县,452721,河池市,NA,-
1982-1983,河池县,NA,河池市,452701,+
1982-1983,钦州县,NA,钦州市,452802,+
1982-1983,钦州县,452823,钦州市,NA,-
1982-1983,涪陵县,512321,涪陵市,NA,-
1982-1983,涪陵县,NA,涪陵市,512301,+
1982-1983,"宜宾县,高县,南溪县",512501,宜宾市,NA,=
1982-1983,雅安县,513121,雅安市,NA,-
1982-1983,雅安县,NA,雅安市,513101,+
1982-1983,凯里县,522621,凯里市,NA,-
1982-1983,"凯里县,麻江县",NA,凯里市,522601,+
1982-1983,都匀县,522721,都匀市,NA,-
1982-1983,昭通县,532121,昭通市,NA,-
1982-1983,曲靖县,532221,曲靖市,NA,-
1982-1983,沾益县,532222,曲靖市,NA,-
1982-1983,"曲靖县,沾益县",NA,曲靖市,532201,+
1982-1983,楚雄县,532321,楚雄市,NA,-
1982-1983,楚雄县,NA,楚雄市,532301,+
1982-1983,玉溪县,532421,玉溪市,NA,-
1982-1983,玉溪县,NA,玉溪市,532401,+
1982-1983,大理县,532921,大理市,NA,-
1982-1983,"下关市,大理县",NA,大理市,532901,+
1982-1983,保山县,533021,保山市,NA,-
1982-1983,保山县,NA,保山市,533001,+
1982-1983,渭南县,612123,渭南市,NA,-
1982-1983,渭南县,NA,渭南市,612101,+
1982-1983,韩城县,NA,韩城市,612102,+
1982-1983,韩城县,612131,韩城市,NA,-
1982-1983,平凉县,622721,平凉市,NA,-
1982-1983,平凉县,NA,平凉市,622701,+
1982-1983,临夏县,NA,临夏市,622901,+
1982-1983,吴忠县,642121,吴忠市,NA,-
1982-1983,吴忠县,NA,吴忠市,642101,+
1982-1983,哈密县,652221,哈密市,NA,-
1982-1983,昌吉县,652321,昌吉市,NA,-
1982-1983,昌吉县,NA,昌吉市,652301,+
1982-1983,库尔勒县,652821,库尔勒市,NA,-
1982-1983,阿克苏县,652921,阿克苏市,NA,-
1982-1983,阿克苏县,NA,阿克苏市,652901,+
1982-1983,和田县,NA,和田市,653201,+
1983-1984,临河县,152821,临河市,NA,-
1983-1984,临河县,NA,临河市,152801,+
1983-1984,盖县,NA,鲅鱼圈区,210804,+
1983-1984,盘山县,210822,"盘山区,兴隆台区,郊区(盘锦市",NA,-
1983-1984,辽阳县,NA,弓长岭区,211005,+
1983-1984,开原县,212122,"#,清河区",NA,-
1983-1984,法库县,212126,"#,铁法区",NA,-
1983-1984,朝阳县,212221,"#,龙城区",NA,-
1983-1984,盘山县,NA,盘山区,211102,+
1983-1984,盘山县,NA,兴隆台区,211103,+
1983-1984,盘山县,NA,郊区,211111,+
1983-1984,"铁法市,法库县",NA,铁法区,211203,+
1983-1984,开原县,NA,清河区,211204,+
1983-1984,"朝阳县,朝阳市",NA,龙城区,211303,+
1983-1984,安达县,NA,安达市,232302,+
1983-1984,安达县,232327,安达市,NA,-
1983-1984,"#!,泰县",NA,泰州市,329001,+
1983-1984,"..,瓯海县",NA,龙湾区,330303,+
1983-1984,永安县,350422,永安市,NA,-
1983-1984,永安县,NA,永安市,350501,+
1983-1984,井冈山县,NA,井冈山市,362402,+
1983-1984,井冈山县,362433,井冈山市,NA,-
1983-1984,"商水县,淮阳县,西华县",412701,周口市,NA,=
1983-1984,"..,襄阳县",NA,郊区,420611,+
1983-1984,"#(衡阳市)!,衡阳县",NA,郊区,430411,+
1983-1984,衡阳县,430521,"#!,郊区(衡阳市",NA,-
1983-1984,临湘县,NA,北区,430603,+
1983-1984,"..,岳阳县",NA,郊区,430611,+
1983-1984,郴县,432801,郴州市,NA,=
1983-1984,"资兴县,郴县",NA,资兴市,432802,+
1983-1984,资兴县,432825,资兴市,NA,-
1983-1984,零陵县,432921,"永州市,冷水滩市",NA,-
1983-1984,零陵县,NA,冷水滩市,432902,+
1983-1984,崖县,442221,三亚市,NA,-
1983-1984,崖县,NA,三亚市,442201,+
1983-1984,"..,泸县,纳溪县",NA,市中区,510502,+
1983-1984,德阳县,510621,市中区,NA,-
1983-1984,德阳县,NA,市中区,510602,+
1983-1984,青铜峡县,642122,青铜峡市,NA,-
1983-1984,青铜峡县,NA,青铜峡市,642102,+
1983-1984,吐鲁番县,652121,吐鲁番市,NA,-
1983-1984,吐鲁番县,NA,吐鲁番市,652101,+
1983-1984,塔城县,652521,塔城市,NA,-
1983-1984,阿勒泰县,652621,阿勒泰市,NA,-
1983-1984,塔城县,NA,塔城市,654201,+
1983-1984,阿勒泰县,NA,阿勒泰市,654301,+
1984-1985,复县,NA,瓦房店市,210219,+
1984-1985,复县,210223,瓦房店市,NA,-
1984-1985,海城县,NA,海城市,210319,+
1984-1985,海城县,210322,海城市,NA,-
1984-1985,锦西县,210721,锦西市,NA,-
1984-1985,锦西县,NA,锦西市,210719,+
1984-1985,北票县,NA,北票市,211319,+
1984-1985,北票县,211326,北票市,NA,-
1984-1985,怀德县,220321,公主岭市,NA,-
1984-1985,怀德县,NA,公主岭市,220319,+
1984-1985,海龙县,222221,梅河口市,NA,-
1984-1985,海龙县,NA,梅河口市,220519,+
1984-1985,敦化县,NA,敦化市,222403,+
1984-1985,敦化县,222422,敦化市,NA,-
1984-1985,镇海县,330221,"镇海区,滨海区",NA,-
1984-1985,镇海县,NA,滨海区,330206,+
1984-1985,镇海县,NA,镇海区,330211,+
1984-1985,余姚县,NA,余姚市,330219,+
1984-1985,余姚县,330223,余姚市,NA,-
1984-1985,兰溪县,332421,兰溪市,NA,-
1984-1985,兰溪县,NA,兰溪市,330701,+
1984-1985,宜春县,362225,宜春市,NA,-
1984-1985,醴陵县,NA,醴陵市,430219,+
1984-1985,醴陵县,430222,醴陵市,NA,-
1984-1985,大庸县,NA,大庸市,433102,+
1984-1985,大庸县,433128,大庸市,NA,-
1984-1985,东莞县,NA,东莞市,442502,+
1984-1985,东莞县,442527,东莞市,NA,-
1984-1985,广元县,NA,市中区,510802,+
1984-1985,遂宁县,NA,市中区,510902,+
1984-1985,广元县,512827,市中区(广元市,NA,-
1984-1985,遂宁县,512832,市中区(遂宁市,NA,-
1984-1985,"#,皋兰县",NA,白银区,620402,+
1984-1985,靖远县,NA,平川区,620403,+
1984-1985,"天水市,天水县",NA,秦城区,620502,+
1984-1985,天水县,NA,北道区,620503,+
1984-1985,酒泉县,622121,酒泉市,NA,-
1984-1985,酒泉县,NA,酒泉市,622102,+
1984-1985,张掖县,622221,张掖市,NA,-
1984-1985,张掖县,NA,张掖市,622201,+
1984-1985,武威县,622321,武威市,NA,-
1984-1985,武威县,NA,武威市,622301,+
1984-1985,天水县,622522,"秦城区,北道区",NA,-
1984-1985,庆阳县,NA,西峰市,622801,+
1984-1985,博乐县,652721,博乐市,NA,-
1984-1985,博乐县,NA,博乐市,652701,+
1985-1986,"房山县,燕山区",NA,房山区,110111,+
1985-1986,房山县,110225,房山区,NA,-
1985-1986,南宫县,NA,南宫市,132201,+
1985-1986,南宫县,132230,南宫市,NA,-
1985-1986,束鹿县,132321,辛集市,NA,-
1985-1986,束鹿县,NA,辛集市,132301,+
1985-1986,定县,NA,定州市,132401,+
1985-1986,涿县,NA,涿州市,132402,+
1985-1986,涿县,132430,涿州市,NA,-
1985-1986,定县,132439,定州市,NA,-
1985-1986,任丘县,NA,任丘市,132903,+
1985-1986,任丘县,132933,任丘市,NA,-
1985-1986,通辽县,152321,通辽市,NA,-
1985-1986,兴城县,210722,兴城市,NA,-
1985-1986,兴城县,NA,兴城市,219004,+
1985-1986,肇东县,NA,肇东市,232303,+
1985-1986,肇东县,232322,肇东市,NA,-
1985-1986,宁安县,NA,镜泊湖市,239002,+
1985-1986,沙洲县,320521,张家港市,NA,-
1985-1986,仪征县,321029,仪征市,NA,-
1985-1986,仪征县,NA,仪征市,329002,+
1985-1986,沙洲县,NA,张家港市,329004,+
1985-1986,海宁县,330423,海宁市,NA,-
1985-1986,丽水县,332521,丽水市,NA,-
1985-1986,丽水县,NA,丽水市,332501,+
1985-1986,临海县,332621,临海市,NA,-
1985-1986,临海县,NA,临海市,332602,+
1985-1986,海宁县,NA,海宁市,339002,+
1985-1986,亳县,NA,亳州市,342102,+
1985-1986,亳县,342126,亳州市,NA,-
1985-1986,黄县,370623,龙口市,NA,-
1985-1986,益都县,370721,青州市,NA,-
1985-1986,曲阜县,370823,曲阜市,NA,-
1985-1986,益都县,NA,青州市,379001,+
1985-1986,黄县,NA,龙口市,379002,+
1985-1986,曲阜县,NA,曲阜市,379003,+
1985-1986,麻城县,NA,麻城市,422101,+
1985-1986,麻城县,422124,麻城市,NA,-
1985-1986,应城县,NA,应城市,422202,+
1985-1986,应城县,422227,应城市,NA,-
1985-1986,蒲圻县,NA,蒲圻市,422302,+
1985-1986,蒲圻县,422323,蒲圻市,NA,-
1985-1986,沔阳县,NA,仙桃市,422401,+
1985-1986,石首县,NA,石首市,422402,+
1985-1986,石首县,422424,石首市,NA,-
1985-1986,沔阳县,422427,仙桃市,NA,-
1985-1986,利川县,NA,利川市,422802,+
1985-1986,利川县,422824,利川市,NA,-
1985-1986,湘乡县,430322,湘乡市,NA,-
1985-1986,耒阳县,430427,耒阳市,NA,-
1985-1986,湘乡县,NA,湘乡市,439002,+
1985-1986,耒阳县,NA,耒阳市,439003,+
1985-1986,"保亭县,琼中县,乐东县",NA,通什市,442202,+
1985-1986,西昌县,513421,西昌市,NA,-
1985-1986,日喀则县,542321,日喀则市,NA,-
1985-1986,日喀则县,NA,日喀则市,542301,+
1985-1986,阿图什县,653021,阿图什市,NA,-
1985-1986,阿图什县,NA,阿图什市,653001,+
1986-1987,沙河县,132222,沙河市,NA,-
1986-1987,沙河县,NA,沙河市,132202,+
1986-1987,金县,210221,金州区,NA,-
1986-1987,金县,NA,金州区,210213,+
1986-1987,扶余县,222321,扶余市,NA,-
1986-1987,洮安县,222322,洮南市,NA,-
1986-1987,洮安县,NA,洮南市,222302,+
1986-1987,扶余县,NA,扶余市,222303,+
1986-1987,阿城县,230122,阿城市,NA,-
1986-1987,同江县,230831,同江市,NA,-
1986-1987,阿城县,NA,阿城市,239002,+
1986-1987,同江县,NA,同江市,239003,+
1986-1987,江阴县,320221,江阴市,NA,-
1986-1987,宿迁县,320824,宿迁市,NA,-
1986-1987,淮安县,320828,淮安市,NA,-
1986-1987,东台县,320927,东台市,NA,-
1986-1987,兴化县,321021,兴化市,NA,-
1986-1987,丹阳县,321122,丹阳市,NA,-
1986-1987,江阴县,NA,江阴市,329005,+
1986-1987,宿迁县,NA,宿迁市,329006,+
1986-1987,丹阳县,NA,丹阳市,329007,+
1986-1987,东台县,NA,东台市,329008,+
1986-1987,兴化县,NA,兴化市,329009,+
1986-1987,淮安县,NA,淮安市,329010,+
1986-1987,萧山县,330121,萧山市,NA,-
1986-1987,瑞安县,330325,瑞安市,NA,-
1986-1987,江山县,330823,江山市,NA,-
1986-1987,定海县,NA,定海区,330902,+
1986-1987,普陀县,NA,普陀区,330903,+
1986-1987,定海县,332721,定海区,NA,-
1986-1987,普陀县,332722,普陀区,NA,-
1986-1987,瑞安县,NA,瑞安市,339004,+
1986-1987,萧山县,NA,萧山市,339005,+
1986-1987,江山县,NA,江山市,339006,+
1986-1987,"屯溪市,歙县,休宁县",NA,屯溪区,341002,+
1986-1987,歙县,NA,徽州区,341004,+
1986-1987,宣城县,342521,宣城市,NA,-
1986-1987,宣城县!,NA,宣城市,342501,+
1986-1987,歙县,342723,"#,屯溪区,徽州区",NA,-
1986-1987,休宁县,342724,"#,屯溪区",NA,-
1986-1987,晋江县,NA,石狮市,359002,+
1986-1987,临川县,362521,临川市,NA,-
1986-1987,"临川县,抚州市",NA,临川市,362501,+
1986-1987,历城县,370121,历城区,NA,-
1986-1987,"历城县,郊区",NA,历城区,370112,+
1986-1987,胶县,370224,胶州市,NA,-
1986-1987,莱阳县,370627,莱阳市,NA,-
1986-1987,诸城县,370728,诸城市,NA,-
1986-1987,滨县,372322,滨州市,NA,-
1986-1987,胶县,NA,胶州市,379006,+
1986-1987,诸城县,NA,诸城市,379007,+
1986-1987,莱阳县,NA,莱阳市,379008,+
1986-1987,广济县,NA,武穴市,422102,+
1986-1987,广济县,422129,武穴市,NA,-
1986-1987,安陆县,NA,安陆市,422203,+
1986-1987,安陆县,422225,安陆市,NA,-
1986-1987,洪湖县,NA,洪湖市,422403,+
1986-1987,天门县,NA,天门市,422404,+
1986-1987,洪湖县,422426,洪湖市,NA,-
1986-1987,天门县,422428,天门市,NA,-
1986-1987,宜都县,NA,枝城市,422701,+
1986-1987,宜都县,422722,枝城市,NA,-
1986-1987,汨罗县,430627,汨罗市,NA,-
1986-1987,涟源县,432521,涟源市,NA,-
1986-1987,涟源县,NA,涟源市,432503,+
1986-1987,汨罗县,NA,汨罗市,439004,+
1986-1987,铜仁县,522221,铜仁市,NA,-
1986-1987,铜仁县,NA,铜仁市,522201,+
1986-1987,兴义县,522321,兴义市,NA,-
1986-1987,兴义县,NA,兴义市,522301,+
1986-1987,敦煌县,622122,敦煌市,NA,-
1986-1987,敦煌县,NA,敦煌市,622103,+
1986-1987,"乌鲁木齐县,水磨沟区",NA,东山区,650108,+
1987-1988,武安县,130422,武安市,NA,-
1987-1988,武安县,NA,武安市,139001,+
1987-1988,朔县,NA,朔城区,140602,+
1987-1988,平鲁县,NA,平鲁区,140603,+
1987-1988,朔县,142128,朔城区,NA,-
1987-1988,平鲁县,142129,平鲁区,NA,-
1987-1988,开原县,211222,开原市,NA,-
1987-1988,开原县,NA,开原市,219007,+
1987-1988,九台县,220123,九台市,NA,-
1987-1988,桦甸县,220225,桦甸市,NA,-
1987-1988,集安县,220522,集安市,NA,-
1987-1988,大安县,NA,大安市,222304,+
1987-1988,大安县,222325,大安市,NA,-
1987-1988,龙井县,222421,龙井市,NA,-
1987-1988,珲春县,NA,珲春市,222404,+
1987-1988,龙井县,NA,龙井市,222405,+
1987-1988,珲春县,222425,珲春市,NA,-
1987-1988,集安县,NA,集安市,229003,+
1987-1988,桦甸县,NA,桦甸市,229004,+
1987-1988,九台县,NA,九台市,229005,+
1987-1988,铁力县,230721,铁力市,NA,-
1987-1988,富锦县,230821,富锦市,NA,-
1987-1988,密山县,231026,密山市,NA,-
1987-1988,双城县,NA,双城市,232101,+
1987-1988,尚志县,NA,尚志市,232102,+
1987-1988,双城县,232124,双城市,NA,-
1987-1988,尚志县,232129,尚志市,NA,-
1987-1988,富锦县,NA,富锦市,239004,+
1987-1988,铁力县,NA,铁力市,239005,+
1987-1988,密山县,NA,密山市,239006,+
1987-1988,"宝山县,吴淞区",NA,宝山区,310113,+
1987-1988,宝山县,310223,宝山区,NA,-
1987-1988,宜兴县,320223,宜兴市,NA,-
1987-1988,宜兴县,NA,宜兴市,329011,+
1987-1988,慈溪县,330222,慈溪市,NA,-
1987-1988,奉化县,330224,奉化市,NA,-
1987-1988,东阳县,330724,东阳市,NA,-
1987-1988,义乌县,330725,义乌市,NA,-
1987-1988,义乌县,NA,义乌市,339007,+
1987-1988,东阳县,NA,东阳市,339008,+
1987-1988,慈溪县,NA,慈溪市,339009,+
1987-1988,奉化县,NA,奉化市,339010,+
1987-1988,贵池县,342830,贵池市,NA,-
1987-1988,贵池县,NA,贵池市,342901,+
1987-1988,宁德县,352221,宁德市,NA,-
1987-1988,宁德县,NA,宁德市,352201,+
1987-1988,丰城县,362221,丰城市,NA,-
1987-1988,丰城县,NA,丰城市,362202,+
1987-1988,清江县,NA,樟树市,362203,+
1987-1988,清江县,362223,樟树市,NA,-
1987-1988,崂山县,370221,崂山区,NA,-
1987-1988,崂山县,NA,崂山区,370212,+
1987-1988,滕县,370421,滕州市,NA,-
1987-1988,掖县,370625,莱州市,NA,-
1987-1988,文登县,371022,文登市,NA,-
1987-1988,荣成县,371023,荣成市,NA,-
1987-1988,乐陵县,NA,乐陵市,372402,+
1987-1988,乐陵县,372427,乐陵市,NA,-
1987-1988,掖县,NA,莱州市,379009,+
1987-1988,滕县,NA,滕州市,379010,+
1987-1988,文登县,NA,文登市,379011,+
1987-1988,荣成县,NA,荣成市,379012,+
1987-1988,临汝县,410424,汝州市,NA,-
1987-1988,汲县,410722,卫辉市,NA,-
1987-1988,辉县,410723,辉县市,NA,-
1987-1988,济源县,410827,济源市,NA,-
1987-1988,禹县,411021,禹州市,NA,-
1987-1988,邓县,NA,邓州市,412902,+
1987-1988,邓县,412930,邓州市,NA,-
1987-1988,临汝县,NA,汝州市,419002,+
1987-1988,济源县,NA,济源市,419003,+
1987-1988,禹县,NA,禹州市,419004,+
1987-1988,汲县,NA,卫辉市,419005,+
1987-1988,辉县,NA,辉县市,419006,+
1987-1988,枣阳县,420622,枣阳市,NA,-
1987-1988,应山县,NA,广水市,422204,+
1987-1988,应山县,422224,广水市,NA,-
1987-1988,潜江县,NA,潜江市,422405,+
1987-1988,潜江县,422429,潜江市,NA,-
1987-1988,当阳县,NA,当阳市,422702,+
1987-1988,当阳县,422724,当阳市,NA,-
1987-1988,枣阳县,NA,枣阳市,429003,+
1987-1988,湘潭县,NA,韶山区,430306,+
1987-1988,衡山县,NA,南岳区,430412,+
1987-1988,"常德市,常德县",NA,武陵区,430702,+
1987-1988,常德县,NA,鼎城区,430703,+
1987-1988,"大庸市,慈利县,桑植县",NA,武陵源区,430811,+
1987-1988,沅江县,NA,沅江市,432302,+
1987-1988,沅江县,432323,沅江市,NA,-
1987-1988,常德县,432421,"武陵区,鼎城区",NA,-
1987-1988,慈利县,432428,"#,武陵源区",NA,-
1987-1988,桑植县,433129,"#,武陵源区",NA,-
1987-1988,清远县,440127,"清城区,清郊区",NA,-
1987-1988,阳江县,440726,"江城区,阳东区",NA,-
1987-1988,河源县,442525,"源城区,郊区(河源市",NA,-
1987-1988,海丰县,442531,"#,城区(汕尾市",NA,-
1987-1988,梅县地区,NA,梅州市,441400,+
1987-1988,梅县市,NA,梅江区,441402,+
1987-1988,海丰县,NA,城区,441502,+
1987-1988,河源县,NA,源城区,441602,+
1987-1988,河源县,NA,郊区,441611,+
1987-1988,阳江县,NA,江城区,441702,+
1987-1988,阳江县,NA,阳东区,441703,+
1987-1988,清远县,NA,清城区,441802,+
1987-1988,清远县,NA,清郊区,441811,+
1987-1988,贵县,452522,贵港市,NA,-
1987-1988,贵县,NA,贵港市,452502,+
1987-1988,灌县,510127,都江堰市,NA,-
1987-1988,广汉县,510624,广汉市,NA,-
1987-1988,江油县,510721,江油市,NA,-
1987-1988,峨眉县,511125,峨眉山市,NA,-
1987-1988,广汉县,NA,广汉市,519001,+
1987-1988,江油县,NA,江油市,519002,+
1987-1988,灌县,NA,都江堰市,519003,+
1987-1988,峨眉县,NA,峨眉山市,519004,+
1987-1988,安康县,612421,安康市,NA,-
1987-1988,安康县,NA,安康市,612401,+
1987-1988,商县,612521,商州市,NA,-
1987-1988,商县,NA,商州市,612501,+
1987-1988,榆林县,612721,榆林市,NA,-
1987-1988,榆林县,NA,榆林市,612701,+
1987-1988,"..,乌兰县",NA,德令哈市,632802,+
1988-1989,藁城县,NA,藁城市,132302,+
1988-1989,藁城县,132325,藁城市,NA,-
1988-1989,黄骅县,NA,黄骅市,132904,+
1988-1989,黄骅县,132930,黄骅市,NA,-
1988-1989,霍县,NA,霍州市,142603,+
1988-1989,霍县,142626,霍州市,NA,-
1988-1989,蛟河县,220224,蛟河市,NA,-
1988-1989,蛟河县,NA,蛟河市,229006,+
1988-1989,海伦县,232321,海伦市,NA,-
1988-1989,海伦县,NA,海伦市,232304,+
1988-1989,昆山县,320523,昆山市,NA,-
1988-1989,启东县,320626,启东市,NA,-
1988-1989,昆山县,NA,昆山市,329012,+
1988-1989,启东县,NA,启东市,329013,+
1988-1989,诸暨县,330625,诸暨市,NA,-
1988-1989,黄岩县,332622,黄岩市,NA,-
1988-1989,黄岩县,NA,黄岩市,332603,+
1988-1989,诸暨县,NA,诸暨市,339011,+
1988-1989,界首县,NA,界首市,342103,+
1988-1989,界首县,342129,界首市,NA,-
1988-1989,崇安县,NA,武夷山市,352103,+
1988-1989,崇安县,352126,武夷山市,NA,-
1988-1989,福安县,NA,福安市,352202,+
1988-1989,福安县,352226,福安市,NA,-
1988-1989,瑞昌县,360422,瑞昌市,NA,-
